confDC0,confDC1,confVDL0,confVDL1,perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps],n,cntMean,cntVar
8192,1,0,61671,15557.876744848541,14981.711777615215,431.2946605436724,172.15093047031542,8,32.60040283203125,0.5181785486638546
8192,1,0,61671,15556.399544246107,14978.28769941034,433.2208238969514,171.9401882379856,1,10.26666259765625,0.19555365666747093
8192,1,0,61671,15554.922624133676,14981.711777615215,431.4604847873574,171.8339742322454,2,13.108428955078125,0.16835790779441595
8192,1,0,61671,15560.8319878431,14996.796338672768,431.220875680527,171.9363990637106,4,19.585525512695312,0.30564315035007894
8192,1,0,61671,15557.13810948108,14986.508117996798,432.7110998425929,171.83965128633264,8,31.958953857421875,0.5565122356638312
8192,1,0,61671,15557.876744848541,14983.081847279378,433.3004514427921,172.33091659137358,1,10.287322998046875,0.20476849284023046
8192,1,0,61671,15556.399544246107,14980.341958489531,433.0771101407289,171.9525493245846,2,13.058883666992188,0.16329601942561567
8192,1,0,61671,15566.006365493326,14991.307530423643,433.2133782129419,172.22358582245855,4,19.538482666015625,0.29832377191632986
8192,1,0,61671,15556.399544246107,14979.657142857142,432.8740123674515,172.02386327126726,8,32.07391357421875,0.5550226233899593
8192,1,0,61671,15560.093071845766,14974.865185997623,433.299878478214,172.0813185058838,1,10.45184326171875,0.2476809285581112
8192,1,0,61671,15557.876744848541,14974.865185997623,433.00271419548017,172.32439141112684,2,13.239608764648438,0.2071597834583372
8192,1,0,61671,15564.527620766636,14987.879065087132,433.0490655903875,172.37116612502592,4,19.7017822265625,0.3254643529653549
8192,1,0,61671,15559.354226020892,14977.603071578755,433.18989734742576,172.36237126606494,8,32.41145324707031,0.5293604002799839
8192,1,0,61671,15554.184269236246,14981.711777615215,431.6389449821051,172.32556953211568,1,10.27301025390625,0.1984756551682949
8192,1,0,61671,15555.661049133634,14987.879065087132,431.7799988140808,172.14523283052512,2,13.128494262695312,0.17289657308720052
8192,1,0,61671,15563.788353757007,14990.62171188069,433.40303651944345,172.2253056830987,4,19.632186889648438,0.3133371730800718
8192,1,0,61671,15558.615450358482,14983.766976084868,431.69581043747934,172.36019535698412,8,32.425048828125,0.5768713355064392
8192,1,0,61671,15561.57097402289,14978.972389833609,431.5923264865292,172.06767393049765,1,10.296905517578125,0.2087526312097907
8192,1,0,61671,15558.615450358482,14982.396781125692,431.4849148828586,172.4011842058881,2,13.226654052734375,0.21583985444158316
8192,1,0,61671,15563.04915696984,14987.193560190266,431.65031687464517,172.2266634920785,4,19.763031005859375,0.35668749269098043
8192,1,0,61671,15556.399544246107,14981.711777615215,431.4610528976939,172.90351584904923,8,32.622314453125,0.5223316550254822
8192,1,0,61671,15555.661049133634,14970.076294028964,431.4616210095264,172.31079887257582,1,10.393798828125,0.2387518286705017
8192,1,0,61671,15557.13810948108,14975.549563548284,431.6389449821051,172.90415449087516,2,13.323471069335938,0.22875574952922761
8192,1,0,61671,15561.57097402289,14980.341958489531,431.61051787203155,172.23100862469062,4,19.760772705078125,0.33211356308311224
8192,1,0,61671,15555.661049133634,14973.496618534089,431.4695747322737,172.49647695107424,8,32.67472839355469,0.5205564142670482
8192,1,0,61671,15563.04915696984,14963.923645995068,431.65031687464517,172.7931928931628,1,10.494277954101562,0.24996725819073617
8192,1,0,61671,15554.922624133676,14971.444236304655,431.4332172504822,172.80959565782138,2,13.23779296875,0.20242667198181152
8192,1,0,61671,15565.26695800874,14992.67935578331,431.716854453661,172.3965583821829,4,19.565704345703125,0.30775569286197424
8192,1,0,61671,15557.876744848541,14984.452167550759,431.42072078121276,173.06103823947575,8,32.13987731933594,0.5377005708869547
8192,1,0,61671,15558.615450358482,14979.657142857142,431.6116548845431,173.1101342438239,1,10.249176025390625,0.1870873337611556
8192,1,0,61671,15556.399544246107,14982.396781125692,431.91431309306165,172.6908371300056,2,13.178253173828125,0.18844064977020025
8192,1,0,61671,15560.8319878431,14990.62171188069,431.9211448652026,172.74546034440493,4,19.423446655273438,0.2737721537705511
8192,1,0,61671,15556.399544246107,14982.396781125692,431.862512520428,172.44772836114663,8,32.28190612792969,0.5330014692153782
8192,1,0,61671,15556.399544246107,14979.657142857142,431.6878483717511,172.3437871453246,1,10.30462646484375,0.21182918176054955
8192,1,0,61671,15554.184269236246,14984.452167550759,431.5593585085073,172.49057481768153,2,13.090789794921875,0.16833192016929388
8192,1,0,61671,15563.788353757007,14988.564632696003,432.5191919831892,172.34532811514654,4,19.563888549804688,0.30350492312572896
8192,1,0,61671,15556.399544246107,14985.822738498126,432.4564019859631,172.1845813667782,8,32.48890686035156,0.5162648817058653
8192,1,0,61671,15557.876744848541,14975.549563548284,432.2464733552657,172.17390573310524,1,10.23809814453125,0.18140741810202599
8192,1,0,61671,15559.354226020892,14983.766976084868,431.5718630107037,172.21290535174938,2,13.277084350585938,0.22444801754318178
8192,1,0,61671,15574.88473786777,14988.564632696003,431.6986541035613,172.05466390060232,4,19.946823120117188,0.32564817159436643
8192,1,0,61671,15565.26695800874,14976.918506330272,431.2276855333166,172.0952363946132,8,32.5474853515625,0.5424533933401108
8192,1,0,61671,15557.13810948108,14978.28769941034,431.61790856043945,172.139354708564,1,10.35357666015625,0.2285602055490017
8192,1,0,61671,15554.184269236246,14982.396781125692,431.57299981956334,172.65498667203403,2,13.236602783203125,0.21434383001178503
8192,1,0,61671,15566.745843230403,14980.341958489531,431.17378008663474,172.53153486618643,4,20.1236572265625,0.28744326531887054
8192,1,0,61671,15560.8319878431,14978.28769941034,431.265143568598,172.0936998937544,8,32.485260009765625,0.5189477717503905
8192,1,0,61671,15565.26695800874,14984.452167550759,432.0156732248636,172.32584140847766,1,10.264114379882812,0.1943579742219299
8192,1,0,61671,15558.615450358482,14980.341958489531,431.53094188001995,172.33272922914134,2,13.242462158203125,0.21400873269885778
8192,1,0,61671,15570.444286053695,14994.051432232087,431.40992895849683,172.58651183319446,4,19.744537353515625,0.32127448078244925
8192,1,0,61671,15559.354226020892,14983.081847279378,431.2498190403744,172.17553413403084,8,32.543182373046875,0.5525176068767905
8192,1,0,61671,15566.006365493326,14983.766976084868,431.2986342911898,172.86283496526443,1,10.39544677734375,0.2390991412103176
8192,1,0,61671,15560.093071845766,14989.935956084171,431.13860695705716,172.34351521233418,2,13.261154174804688,0.20985941006802022
8192,1,0,61671,15568.22500950209,14989.250263025478,431.76122423702594,172.58205784932883,4,19.869338989257812,0.32937850593589246
8192,1,0,61671,15563.04915696984,14976.918506330272,431.46787033842736,172.27166433942904,8,33.20375061035156,0.5122424026485533
8192,1,0,61671,15561.57097402289,14970.760233918129,431.649748265787,172.14107288730824,1,10.51593017578125,0.24977674707770348
8192,1,0,61671,15560.8319878431,14968.708601708466,431.8448690087257,172.65207561326315,2,13.320220947265625,0.2304053222760558
8192,1,0,61671,15566.006365493326,14984.452167550759,431.65600304561974,172.83402332267715,4,20.13482666015625,0.30320238694548607
8192,1,0,61671,15563.788353757007,14974.865185997623,432.1774924262108,172.478499403368,8,33.2294921875,0.5309820175170898
8192,1,0,61671,15564.527620766636,14977.603071578755,432.04415373114057,172.574877420646,1,10.540847778320312,0.2483924941625446
8192,1,0,61671,15560.8319878431,14970.760233918129,431.8460072562992,172.42395413253408,2,13.260177612304688,0.21073473407886922
8192,1,0,61671,15567.485391229986,14981.02683673936,432.1888927138028,172.1276900861111,4,19.850082397460938,0.3372506645973772
8192,1,0,61671,15563.788353757007,14972.812428604067,431.5928949441147,172.32167273186226,8,32.846343994140625,0.5289411013945937
8192,1,0,61671,15565.26695800874,14974.865185997623,431.8511294446348,172.64388878673518,1,10.431976318359375,0.2454032963141799
8192,1,0,61671,15563.04915696984,14982.396781125692,431.90406584006314,172.46079790487076,2,13.314071655273438,0.22464695922099054
8192,1,0,61671,15567.485391229986,14985.137421685646,431.5724314143849,172.46152404871955,4,19.773147583007812,0.3279172533657402
8192,1,0,61671,15560.8319878431,14979.657142857142,431.62473095901095,172.80403659429234,8,33.094635009765625,0.5673076426610351
8192,1,0,61671,15563.788353757007,14974.18087099575,431.52241762120104,172.4278555600985,1,10.493576049804688,0.24995873286388814
8192,1,0,61671,15557.13810948108,14970.760233918129,431.23846824011855,172.24739536790756,2,13.324249267578125,0.2290604105219245
8192,1,0,61671,15567.485391229986,14981.02683673936,431.8642200335549,172.1578947644939,4,19.701507568359375,0.3182814186438918
8192,1,0,61671,15552.70776970905,14975.549563548284,431.2957958926341,172.43202937574952,8,32.82786560058594,0.5193657202180475
8192,1,0,61671,15554.922624133676,14974.865185997623,431.7509842467811,172.07011353014693,1,10.411697387695312,0.24220264866016805
8192,1,0,61671,15558.615450358482,14977.603071578755,431.7083228484739,172.70348843337783,2,13.197265625,0.19372177124023438
8192,1,0,61671,15560.093071845766,14989.250263025478,431.8357632441451,172.91245726395374,4,19.64642333984375,0.3120257817208767
8192,1,0,61671,15554.184269236246,14983.766976084868,431.97295950517156,172.43611265180513,8,32.581268310546875,0.5374628445133567
8192,1,0,61671,15557.876744848541,14978.972389833609,432.09257921081917,172.57305968537858,1,10.366958618164062,0.23229999071918428
8192,1,0,61671,15557.876744848541,14985.137421685646,431.84145430200704,172.2024976929658,2,13.029861450195312,0.16993043734692037
8192,1,0,61671,15563.04915696984,14987.879065087132,432.0287737913795,172.36572590020165,4,19.471176147460938,0.2848747519310564
8192,1,0,61671,15552.70776970905,14980.341958489531,432.0225082039186,172.60942166783434,8,32.50068664550781,0.5453181320335716
8192,1,0,61671,15554.184269236246,14985.822738498126,431.5803892231342,172.68073562162007,1,10.201904296875,0.16113895177841187
8192,1,0,61671,15557.13810948108,14983.081847279378,431.5656106690268,172.70767560388128,2,13.163864135742188,0.18535252450965345
8192,1,0,61671,15566.745843230403,14987.193560190266,431.48605123370146,172.16069873033587,4,19.601409912109375,0.30999801214784384
8192,1,0,61671,15558.615450358482,14978.972389833609,431.5968741891424,172.16838749236177,8,32.8717041015625,0.5291029065847397
8192,1,0,61671,15558.615450358482,14972.812428604067,431.82779601513397,173.23954459062588,1,10.503952026367188,0.25004541664384305
8192,1,0,61671,15559.354226020892,14977.603071578755,431.8847112443177,172.42939803364814,2,13.355316162109375,0.23547527845948935
8192,1,0,61671,15567.485391229986,14982.396781125692,432.06409231994473,172.82080600484792,4,20.074295043945312,0.2917672337498516
8192,1,0,61671,15559.354226020892,14978.28769941034,431.869342653951,172.65707905616097,8,32.79768371582031,0.5248182432260364
8192,1,0,61671,15565.26695800874,14971.444236304655,431.9746678917901,172.6174233604558,1,10.559814453125,0.24645274877548218
8192,1,0,61671,15555.661049133634,14970.760233918129,431.4536675800121,172.43039611947412,2,13.286041259765625,0.21700852271169424
8192,1,0,61671,15560.8319878431,14983.081847279378,431.60142198759513,172.71632366389682,4,19.956573486328125,0.32059338595718145
8192,1,0,61671,15560.093071845766,14976.234003656307,431.7299369032389,172.23924687380088,8,32.33636474609375,0.5973384939134121
8192,1,0,61671,15561.57097402289,14976.234003656307,431.87389619632546,173.2275472400318,1,10.47222900390625,0.24922877177596092
8192,1,0,61671,15556.399544246107,14981.02683673936,431.714579325973,172.71659677463563,2,13.181533813476562,0.19176166108809412
8192,1,0,61671,15561.57097402289,14990.62171188069,431.73107454502093,173.38345904445438,4,19.59967041015625,0.3091881237924099
8192,1,0,61671,15561.57097402289,14976.234003656307,432.50149477521614,173.06231785624124,8,32.57994079589844,0.5223265101667494
8192,1,0,61671,15563.788353757007,14978.28769941034,432.8362743427475,172.7493763351068,1,10.592483520507812,0.24144679843448102
8192,1,0,61671,15560.093071845766,14980.341958489531,432.6459691623558,173.0503450391935,2,13.36419677734375,0.237050648778677
8192,1,0,61671,15571.92415530105,14987.879065087132,431.74700215952555,172.34405907917318,4,19.926116943359375,0.3287087744101882
8192,1,0,61671,15563.04915696984,14978.972389833609,431.761793139615,173.40483742767302,8,32.70841979980469,0.507739165564999
8192,1,0,61671,15561.57097402289,14984.452167550759,431.92285284200705,172.71514019400936,1,10.445907592773438,0.24707401148043573
8192,1,0,61671,15562.310030395138,14984.452167550759,432.0225082039186,173.10766506456142,2,13.25341796875,0.20683646202087402
8192,1,0,61671,15568.96469805673,14994.051432232087,431.8067411821448,172.63970470855196,4,19.546722412109375,0.30830285605043173
8192,1,0,61671,15558.615450358482,14982.396781125692,431.8448690087257,172.6077850493677,8,32.16053771972656,0.49938938370905817
8192,1,0,61671,15562.310030395138,14977.603071578755,431.8027580663227,172.63433847035694,1,10.441879272460938,0.24662198103033006
8192,1,0,61671,15556.399544246107,14987.193560190266,431.9086201146994,172.1182872003307,2,13.25042724609375,0.21276837214827538
8192,1,0,61671,15569.704456903924,14998.855678125143,431.66794449230804,172.72806820565856,4,19.927749633789062,0.3560927507933229
8192,1,0,61671,15562.310030395138,14971.444236304655,431.79308509096273,172.54688854275602,8,32.73640441894531,0.5167142690625042
8192,1,0,61671,15559.354226020892,14968.708601708466,431.5764102820762,172.73844843255463,1,10.377212524414062,0.2349232358392328
8192,1,0,61671,15556.399544246107,14981.711777615215,431.65202271020775,172.87888612141512,2,13.1505126953125,0.18025730550289154
8192,1,0,61671,15567.485391229986,14988.564632696003,431.64406225959766,172.28416371622325,4,19.670852661132812,0.31458988576196134
8192,1,0,61671,15559.354226020892,14983.081847279378,431.6082438649802,172.94741064454155,8,32.26481628417969,0.5133531705942005
8192,1,0,61671,15560.093071845766,14982.396781125692,431.78227463134186,172.54788798920734,1,10.317062377929688,0.2165338264312595
8192,1,0,61671,15557.876744848541,14984.452167550759,431.56788422685764,172.6720001349,2,13.21124267578125,0.1999138854444027
8192,1,0,61671,15566.745843230403,14996.110017848154,431.4945740558093,172.65289433862054,4,19.823944091796875,0.3216959675773978
8192,1,0,61671,15560.093071845766,14974.18087099575,431.71912960532904,172.3226695709656,8,32.799468994140625,0.5054416125640273
8192,1,0,61671,15559.354226020892,14972.128301197112,431.7322121927986,172.64352494579862,1,10.35650634765625,0.229409571737051
8192,1,0,61671,15559.354226020892,14973.496618534089,431.5980111297705,172.70785765937845,2,13.333541870117188,0.23062298982404172
8192,1,0,61671,15568.22500950209,14987.193560190266,431.86706591877186,172.44999723705297,4,19.829147338867188,0.32324161916039884
8192,1,0,61671,15560.093071845766,14980.341958489531,431.57299981956334,172.47668369782684,8,32.38763427734375,0.5509725771844387
8192,1,0,61671,15556.399544246107,14974.18087099575,431.5980111297705,172.70576404433385,1,10.4481201171875,0.24730847775936127
8192,1,0,61671,15556.399544246107,14974.18087099575,431.780567766147,172.88207846803516,2,13.111907958984375,0.17827250715345144
8192,1,0,61671,15563.04915696984,14999.542250297538,431.33042690760516,172.90899007493533,4,19.538925170898438,0.29966280958615243
8192,1,0,61671,15559.354226020892,14976.918506330272,431.43492137056427,172.76249164341587,8,32.1053466796875,0.5875654071569443
8192,1,0,61671,15560.093071845766,14976.918506330272,431.47014286654814,172.71996521143276,1,10.234512329101562,0.17951629660092294
8192,1,0,61671,15557.876744848541,14981.711777615215,431.62075120030033,172.18711476233364,2,13.111801147460938,0.1663487700279802
8192,1,0,61671,15563.788353757007,14990.62171188069,431.5417397579953,172.31070826284744,4,19.655181884765625,0.3324554478749633
8192,1,0,61671,15554.922624133676,14976.234003656307,431.4826421991288,172.07318571700137,8,32.34465026855469,0.5111447812523693
8192,1,0,61671,15557.876744848541,14981.02683673936,431.6417878990658,172.55552050755588,1,10.229827880859375,0.17700702603906393
8192,1,0,61671,15554.184269236246,14979.657142857142,431.03255500703085,172.6851036964351,2,13.08929443359375,0.17226332053542137
8192,1,0,61671,15563.788353757007,14991.993411721645,431.8522677252108,172.5506138111053,4,19.513580322265625,0.30319081898778677
8192,1,0,61671,15552.70776970905,14983.081847279378,431.41220087630603,173.2341409980418,8,32.29742431640625,0.5482575260102749
8192,1,0,61671,15559.354226020892,14977.603071578755,431.64576804572533,172.48521784628244,1,10.386428833007812,0.23710159002803266
8192,1,0,61671,15563.788353757007,14984.452167550759,431.7959300387283,172.93846561444138,2,13.261398315429688,0.2102506326045841
8192,1,0,61671,15566.006365493326,14991.993411721645,431.67135645557346,172.5289913256374,4,19.729385375976562,0.32140578678809106
8192,1,0,61671,15556.399544246107,14979.657142857142,431.63439639286,172.5323524487189,8,32.82855224609375,0.5339601598680019
8192,1,0,61671,15557.13810948108,14972.128301197112,431.46900659949546,173.57292838633538,1,10.5550537109375,0.2469690889120102
8192,1,0,61671,15557.876744848541,14973.496618534089,431.60710687044013,173.32613962148383,2,13.267196655273438,0.2146319483872503
8192,1,0,61671,15564.527620766636,14983.766976084868,431.53321507258283,172.37814825004722,4,19.85186767578125,0.32571306452155113
8192,1,0,61671,15557.13810948108,14968.708601708466,431.44571444371445,172.36064866684552,8,32.81269836425781,0.5058879458811134
8192,1,0,61671,15560.8319878431,14971.444236304655,431.29011920759916,172.3985538051004,1,10.4659423828125,0.2488400787115097
8192,1,0,61671,15560.8319878431,14976.234003656307,431.66510123078825,172.71896377055282,2,13.379959106445312,0.23879452957771719
8192,1,0,61671,15563.788353757007,14983.766976084868,431.50309721461383,172.67700473270318,4,19.964569091796875,0.32369582261890173
8192,1,0,61671,15561.57097402289,14983.081847279378,431.44116992604353,172.7109526615555,8,32.54753112792969,0.5033865438308567
8192,1,0,61671,15558.615450358482,14980.341958489531,431.8926805736602,172.7131374357623,1,10.441986083984375,0.246634385548532
8192,1,0,61671,15553.445984431366,14983.766976084868,431.91715963852243,172.9476844865906,2,13.133712768554688,0.16655387892387807
8192,1,0,61671,15560.8319878431,14983.766976084868,431.716854453661,172.62879067652804,4,19.637802124023438,0.31627668789587915
8192,1,0,61671,15550.493545937738,14987.879065087132,431.6923980876322,172.41805696088971,8,32.39323425292969,0.6213525400962681
8192,1,0,61671,15559.354226020892,14976.234003656307,431.6941042558125,172.91501212378665,1,10.241226196289062,0.1830361185129732
8192,1,0,61671,15560.8319878431,14974.865185997623,431.594600325856,172.84122533288604,2,13.18194580078125,0.1871716044843197
8192,1,0,61671,15562.310030395138,14987.193560190266,431.89381907328936,172.99178436844377,4,19.588699340820312,0.30936265154741704
8192,1,0,61671,15553.445984431366,14983.081847279378,431.73960704949826,173.09385724933534,8,32.18849182128906,0.5459069905336946
8192,1,0,61671,15556.399544246107,14979.657142857142,431.6417878990658,172.839675482538,1,10.25653076171875,0.1907227300107479
8192,1,0,61671,15553.445984431366,14976.918506330272,431.60142198759513,172.65325821904963,2,13.153823852539062,0.18051607883535326
8192,1,0,61671,15562.310030395138,14989.935956084171,431.62473095901095,172.74491394121253,4,19.770721435546875,0.3265817305073142
8192,1,0,61671,15553.445984431366,14977.603071578755,431.71230422226444,174.75837926109546,8,32.252960205078125,0.5136173358187079
8192,1,0,61671,15559.354226020892,14978.28769941034,431.34973185443,173.32659802648456,1,10.287017822265625,0.2046385919675231
8192,1,0,61671,15555.661049133634,14972.128301197112,431.53207847330776,173.30780540952222,2,13.242095947265625,0.21204995270818472
8192,1,0,61671,15562.310030395138,14984.452167550759,431.570726207833,172.86365569071077,4,19.587875366210938,0.3045948145445436
8192,1,0,61671,15552.70776970905,14977.603071578755,431.42128878683826,172.50800997733094,8,32.39164733886719,0.5765775719191879
8192,1,0,61671,15551.969625059326,14976.234003656307,431.47298356036316,172.72397109108437,1,10.417022705078125,0.24311476852744818
8192,1,0,61671,15552.70776970905,14974.18087099575,431.40311334864026,173.38575260994025,2,13.325057983398438,0.22864211699925363
8192,1,0,61671,15562.310030395138,14983.766976084868,431.60255895218364,172.8705865719311,4,19.619415283203125,0.30858544912189245
8192,1,0,61671,15556.399544246107,14970.760233918129,431.9387946102559,173.01069120326594,8,32.545623779296875,0.48888526763767004
8192,1,0,61671,15555.661049133634,14967.341159274654,431.6923980876322,173.1550490169139,1,10.309295654296875,0.213631852529943
8192,1,0,61671,15553.445984431366,14969.392416628598,431.94391899996964,172.8926596597864,2,13.193862915039062,0.20288042700849473
