confDC0,confDC1,confVDL0,confVDL1,perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps],n,cntMean,cntVar
12288,12288,0,65376,15468.277945619335,15338.669662500584,433.08455114132744,174.68617741245032,1,7.030853271484375,0.04482444282621145
12288,12288,0,65376,15460.250058976173,15350.166299714245,432.74710152679114,175.06377636200935,2,7.3525238037109375,0.2584021387156099
12288,12288,0,65376,15463.898065125059,15351.604591239167,432.7071000252219,174.65954766972249,4,8.713409423828125,0.3275338103994727
12288,12288,0,65376,15466.087695284845,15345.853041727158,433.2689406410444,175.05563978541153,8,11.3651123046875,0.47081898152828217
12288,12288,0,65376,15469.008166926309,15345.134401048983,433.2477450438563,174.71728676338464,1,7.0687713623046875,0.07884288742206991
12288,12288,0,65376,15467.547793249942,15347.290525033957,433.04277037420775,175.02562516591593,2,7.3344879150390625,0.2555036989506334
12288,12288,0,65376,15474.121647147715,15358.800093742675,433.1566848602697,174.86973357554388,4,8.739212036132812,0.342496840050444
12288,12288,0,65376,15466.087695284845,15344.415827675017,433.1063032246382,174.5695694469158,8,11.587142944335938,0.5001270545180887
12288,12288,0,65376,15469.738457180625,15350.885411786752,433.05078249929295,175.16980801243636,1,7.072509765625,0.08434194326400757
12288,12288,0,65376,15467.547793249942,15340.105800290248,432.9540845111364,174.59012506573504,2,7.44378662109375,0.26756149157881737
12288,12288,0,65376,15474.121647147715,15350.166299714245,432.6185515833723,174.7021032708661,4,8.801712036132812,0.35232922225259244
12288,12288,0,65376,15466.817709808363,15337.951694439244,432.6911014951664,174.56566349655537,8,11.98187255859375,0.482428964227438
12288,12288,0,65376,15471.199244570349,15345.853041727158,432.57857384251434,175.12356130179742,1,7.1205902099609375,0.1273189631756395
12288,12288,0,65376,15469.738457180625,15338.669662500584,432.6539666108597,175.02039002499146,2,7.444244384765625,0.26746015902608633
12288,12288,0,65376,15474.852420306965,15347.290525033957,432.84713764507273,175.08323239296269,4,8.899551391601562,0.33266825578175485
12288,12288,0,65376,15467.547793249942,15340.105800290248,432.70424305808655,174.58826462951944,8,11.73455810546875,0.5041560791432858
12288,12288,0,65376,15470.46881639205,15336.515959936347,432.9014623371236,175.18778903472426,1,7.0619049072265625,0.07372820726595819
12288,12288,0,65376,15467.547793249942,15339.387697781107,432.9620933548088,175.11822671418716,2,7.451416015625,0.26668256521224976
12288,12288,0,65376,15470.46881639205,15341.542207032164,433.00271419548017,174.58742744615805,4,9.017196655273438,0.32207671157084405
12288,12288,0,65376,15463.898065125059,15343.697321595804,432.75510271462434,175.12459082103013,8,11.600204467773438,0.4837945138569921
12288,12288,0,65376,15466.817709808363,15342.260511283828,433.19104269644504,174.74887315561224,1,7.1087493896484375,0.11596592864952981
12288,12288,0,65376,15463.898065125059,15337.951694439244,432.97124668182664,175.06901409880436,2,7.443817138671875,0.2696095993742347
12288,12288,0,65376,15471.199244570349,15341.542207032164,432.9540845111364,174.53181924707587,4,8.935256958007812,0.33435509144328535
12288,12288,0,65376,15467.547793249942,15334.362862089944,433.01644690764834,174.99477974251715,8,11.937515258789062,0.46910285926423967
12288,12288,0,65376,15466.087695284845,15337.951694439244,433.1148901748162,174.9554442388253,1,7.0630035400390625,0.07395718968473375
