confDC0,confDC1,confVDL0,confVDL1,perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps],n,cntMean,cntVar
8192,1,0,61567,14661.297539149888,13975.348658677016,381.3092377422602,147.85395631612266,1,11.3209228515625,0.2179313749074936
8192,1,0,61567,14664.578205415082,13979.522184300342,381.4654896432259,147.9045427114539,2,15.593460083007812,0.2568291777279228
8192,1,0,61567,14666.547309999105,13990.265562291863,381.7227850106707,147.8270755249828,4,24.501144409179688,0.33450186415575445
8192,1,0,61567,14656.707071610681,13979.522184300342,381.4304106010835,147.68889061160544,8,42.205108642578125,0.836439966224134
8192,1,0,61567,14658.674062807551,13974.156680455457,381.3394127922336,147.7278413873289,1,11.359771728515625,0.23033603187650442
8192,1,0,61567,14662.609629497047,13978.32949407047,381.4472832590647,147.80480455827706,2,15.484664916992188,0.2553190344478935
8192,1,0,61567,14664.578205415082,13988.473852721452,381.4042165372157,147.61789993175015,4,24.514480590820312,0.3297463671769947
8192,1,0,61567,14661.953554968903,13983.698203388383,381.30613175821134,147.87237163041834,8,42.529754638671875,0.8060909798368812
8192,1,0,61567,14661.953554968903,13984.294981222261,381.1854812629561,147.71538822171735,1,11.3641357421875,0.23154090344905853
8192,1,0,61567,14657.362676686347,13980.118605742566,379.718525299697,147.70027409831752,2,15.544342041015625,0.25801303144544363
8192,1,0,61567,14662.609629497047,13992.655222478435,381.4401788000838,147.77674202973844,4,24.43487548828125,0.3388068936765194
8192,1,0,61567,14656.051525181143,13984.891809995304,381.2253939298046,147.74682485003478,8,42.51365661621094,0.7782863972242922
8192,1,0,61567,14663.265762742203,13984.294981222261,381.2005583992555,147.8986681085824,1,11.338973999023438,0.2240706270094961
8192,1,0,61567,14657.362676686347,13983.101476487154,381.31722479073983,147.8068713415341,2,15.552490234375,0.25612539052963257
8192,1,0,61567,14666.547309999105,13989.071038251366,381.12740109215895,147.83994773626847,4,24.767440795898438,0.3660974910017103
8192,1,0,61567,14664.578205415082,13982.504800512053,381.216523725982,147.82960977277875,8,42.31443786621094,0.8326016066130251
8192,1,0,61567,14656.707071610681,13979.522184300342,381.3917867148372,147.7705443807689,1,11.352813720703125,0.2283361991867423
8192,1,0,61567,14661.953554968903,13977.733225269803,381.18636812031195,147.94367413021914,2,15.58721923828125,0.25731590017676353
8192,1,0,61567,7332.617257429288,13984.294981222261,381.3576088803439,147.77167724551575,4,24.521636962890625,0.3361102109774947
8192,1,0,61567,14663.921954712254,13977.733225269803,380.6726828316248,147.8327443573575,8,42.364227294921875,0.8295577159151435
8192,1,0,61567,14659.985683607732,13980.715078078334,381.3021384244988,147.79193846572954,1,11.340713500976562,0.22462781122885644
8192,1,0,61567,14664.578205415082,13980.715078078334,381.5654336743605,147.73636668988573,2,15.605606079101562,0.2529159595724195
8192,1,0,61567,14661.953554968903,13984.891809995304,381.26930751822397,147.77987437267515,4,24.5797119140625,0.3260434716939926
8192,1,0,61567,14663.921954712254,13974.752644148755,381.4051044126736,147.84941991391995,8,43.00746154785156,0.8084922989364713
8192,1,0,61567,14661.953554968903,13969.390800187577,381.4259706760161,147.89533047393937,1,11.3507080078125,0.22780345380306244
8192,1,0,61567,14661.953554968903,13975.944724046745,381.2369258119085,147.8171394442332,2,15.57574462890625,0.2611084543168545
8192,1,0,61567,14667.860340196958,13986.085620384993,381.3269871932877,147.91308842149454,4,24.743087768554688,0.3460597039666027
8192,1,0,61567,14660.641582032124,13980.715078078334,381.19346312772217,147.66546345991787,8,42.548736572265625,0.8306020414456725
8192,1,0,61567,14663.921954712254,13977.733225269803,381.18237729470786,147.87564149543573,1,11.361129760742188,0.2307150566484779
8192,1,0,61567,14660.641582032124,13983.698203388383,381.2360387192852,147.8574255174085,2,15.585433959960938,0.26140831387601793
8192,1,0,61567,14663.265762742203,13987.279634609638,380.8841887961837,147.82267414321223,4,24.666152954101562,0.36625305912457407
8192,1,0,61567,14665.890883050619,13981.908175456561,381.1766129163594,147.81880647862113,8,42.479888916015625,0.9598006224259734
8192,1,0,61567,14665.234514858575,13978.925813745147,381.3806893437338,147.74442666974468,1,11.36138916015625,0.2307870350778103
8192,1,0,61567,14658.674062807551,13980.715078078334,381.34296311209744,147.7444932848126,2,15.489105224609375,0.25528291519731283
8192,1,0,61567,14663.921954712254,13992.05773090226,381.2502326966752,147.67990488779563,4,24.574676513671875,0.33631184604018927
8192,1,0,61567,14662.609629497047,13982.504800512053,381.41220756515656,147.94694714942065,8,42.16484069824219,0.8286472463514656
8192,1,0,61567,14659.32984386883,13983.101476487154,380.66914498141267,148.2576737191013,1,11.362762451171875,0.231196372769773
8192,1,0,61567,14656.707071610681,13981.908175456561,381.1176489060663,147.87937866110673,2,15.457916259765625,0.25201313849538565
8192,1,0,61567,14663.265762742203,13991.460290350129,381.1375970930814,147.94667995875122,4,24.449935913085938,0.3202474934514612
8192,1,0,61567,14661.953554968903,13984.891809995304,381.01528107551235,147.85956049142726,8,42.069854736328125,0.8824799349531531
8192,1,0,61567,14664.578205415082,13981.31160131416,381.0879521407123,147.8596939293506,1,11.34979248046875,0.22743770107626915
8192,1,0,61567,14661.297539149888,13983.101476487154,381.3576088803439,147.7965380032132,2,15.504043579101562,0.2564228584524244
8192,1,0,61567,14663.921954712254,13989.668274772659,381.2803984082288,147.69954177443188,4,24.385879516601562,0.34235371253453195
8192,1,0,61567,14656.051525181143,13975.348658677016,381.3598280342768,147.8889893831159,8,42.78297424316406,0.926914103096351
8192,1,0,61567,14659.32984386883,13973.56076759062,381.20321919417773,147.7167200108191,1,11.360687255859375,0.23059195932000875
8192,1,0,61567,14662.609629497047,13978.32949407047,381.3318685820152,147.86323012207922,2,15.48529052734375,0.25661956891417503
8192,1,0,61567,14662.609629497047,13985.488689714042,381.47126276208104,147.65315387370987,4,24.582809448242188,0.33051442145369947
8192,1,0,61567,14662.609629497047,13979.522184300342,381.2045496055683,147.65934167942675,8,42.502288818359375,0.8817696636542678
8192,1,0,61567,14665.234514858575,13975.348658677016,381.30346952644265,147.74096276898882,1,11.373443603515625,0.23398347850888968
8192,1,0,61567,14660.641582032124,13978.925813745147,381.16109430270717,147.93065028450286,2,15.487335205078125,0.25749951507896185
8192,1,0,61567,14667.203795711921,13989.071038251366,381.2923772942065,147.89606474063578,4,24.597793579101562,0.37648377916775644
8192,1,0,61567,14661.297539149888,13977.137007336632,381.29060259693716,147.72637620004014,8,42.814422607421875,0.8034821739420295
8192,1,0,61567,14666.547309999105,13983.698203388383,381.3354187614047,147.85108767648913,1,11.360977172851562,0.23076420626603067
8192,1,0,61567,14665.890883050619,13978.925813745147,381.351839200986,147.72770818728344,2,15.580245971679688,0.2569272832479328
8192,1,0,61567,14668.516943462106,13989.668274772659,381.63964822253615,147.90681256937083,4,24.627838134765625,0.3498073136433959
8192,1,0,61567,14663.265762742203,13984.891809995304,381.3132312246755,147.92584205954952,8,42.836669921875,0.8061174750328064
8192,1,0,61567,14664.578205415082,13980.118605742566,381.2599916692458,147.97654448937752,1,11.35565185546875,0.22919413074851036
8192,1,0,61567,14664.578205415082,13984.891809995304,381.2227328253156,147.83461183263395,2,15.511123657226562,0.25558305135928094
8192,1,0,61567,14669.830326364328,13990.265562291863,381.3327561206654,147.7563517239669,4,24.7659912109375,0.3450506776571274
8192,1,0,61567,14666.547309999105,13984.891809995304,381.56987684683173,147.88685355915928,8,42.164398193359375,0.8135188883170485
8192,1,0,61567,14667.860340196958,13984.294981222261,381.50590514511384,147.9212344705952,1,11.360824584960938,0.2306302038487047
8192,1,0,61567,14658.018340416014,13982.504800512053,381.3691487628314,148.0266798575207,2,15.575531005859375,0.25860781129449606
8192,1,0,61567,14669.830326364328,13993.850358729074,381.24490983129726,147.72151465043268,4,24.521026611328125,0.34071388747543097
8192,1,0,61567,14664.578205415082,13982.504800512053,381.49613357952995,147.79627135554185,8,42.66423034667969,0.9242307858075947
8192,1,0,61567,14666.547309999105,13982.504800512053,381.24180489513174,147.7506887487093,1,11.36199951171875,0.23098638281226158
8192,1,0,61567,14667.203795711921,13983.101476487154,381.23249039007453,147.8931944668231,2,15.435531616210938,0.24904817319475114
