confDC0 [-],confDC1 [-],confVDL0 [-],confVDL1 [-],perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps]
07020,17347,17481,43780,2447.0,2511.3,229.54,216.06
07578,05119,10314,19073,2456.4,2516.3,229.34,216.41
07323,11333,33929,24072,2447.0,2510.5,229.19,215.74
07801,58675,53409,42832,2449.4,2513.9,210.09,196.51
34674,29494,20801,06532,2451.4,2517.1,229.04,215.82
06631,58514,10324,58116,2447.8,2509.8,229.26,215.99
44323,05550,36914,44416,2456.9,2523.0,228.81,215.51
06014,17078,10404,35138,2444.7,2507.1,229.21,216.19
06631,29743,08866,12578,2446.9,2507.8,229.66,216.33
14932,58962,01329,18947,2443.1,2509.7,228.75,215.51
34627,31524,34962,34084,2445.4,2512.8,229.85,216.42
07624,06376,49314,26496,2456.4,2517.6,229.47,215.92
45628,05849,12386,06848,2451.0,2515.6,228.74,215.78
34856,07030,20928,03488,2442.7,2507.0,229.25,215.79
06559,14634,17481,03590,2452.3,2514.1,229.53,215.73
17304,07273,01456,37568,2455.2,2516.0,229.02,215.80
06649,30515,01667,12160,2443.2,2506.9,229.47,216.09
54642,17125,49194,35168,2453.5,2515.9,229.13,215.74
13006,33341,49187,19136,2453.1,2512.0,229.34,216.06
25460,09414,34830,38980,2448.8,2514.4,229.33,215.82
10330,13461,02612,51336,2448.5,2512.5,229.24,216.02
17495,08053,08433,32956,2446.5,2515.6,243.55,230.18
10484,17721,33665,07264,2454.8,2515.4,229.21,215.78
14932,37477,33442,06792,2444.2,2511.5,229.09,215.91
33417,21084,33442,35105,2453.7,2509.4,229.16,216.00
53939,58154,17608,27396,2449.2,2515.5,229.83,216.32
32465,09189,10404,52744,2450.6,2514.1,229.21,215.68
21564,28482,01347,53384,2441.3,2506.5,229.20,215.82
21221,51522,41124,14208,2456.6,2515.5,228.72,215.84
17304,09789,36964,37984,2453.4,2516.6,229.10,215.79
14932,24090,18532,19462,2444.2,2510.4,229.06,215.59
10739,21844,49204,49414,2447.6,2509.7,228.95,215.47
07578,23793,21001,33668,2456.2,2515.4,229.56,216.30
27677,53596,24841,54592,2449.0,2513.4,228.87,215.52
34627,35313,17539,54529,2445.6,2511.8,229.41,215.78
53939,13684,42560,06785,2448.2,2512.6,229.21,215.85
09465,17779,01299,59968,2452.1,2514.6,229.69,216.19
55588,07247,01354,37216,2446.9,2511.7,229.05,215.70
38949,41324,17546,10786,2443.5,2508.8,229.33,215.70
36337,05757,34857,49540,2450.4,2514.3,229.38,216.09
38949,51225,02595,46596,2442.7,2509.9,229.53,216.23
17067,13158,22664,43042,2449.2,2513.1,228.63,215.30
21099,13252,21001,50308,2451.7,2515.5,229.45,216.08
13162,06329,04994,51976,2453.8,2513.1,228.94,215.55
42210,09383,06532,40449,2446.7,2509.8,228.74,215.28
22314,63169,47136,52488,2446.5,2510.3,229.65,216.14
65074,10311,06553,51299,2449.3,2513.3,201.54,187.95
10330,05818,49256,18820,2448.9,2510.1,229.45,215.95
06106,11970,31040,35011,2450.6,2512.3,220.88,207.62
45436,08040,33504,40193,2455.1,2519.2,229.53,216.05
38696,06285,20866,18694,2449.2,2513.1,228.88,215.51
46050,50972,35024,25248,2444.2,2508.9,229.92,216.42
07786,17036,05288,63552,2447.1,2515.4,228.95,215.87
56497,15668,36976,57504,2450.1,2512.5,229.08,216.20
09178,57737,36964,62468,2454.4,2514.5,229.09,215.70
05615,11250,17556,06666,2448.4,2512.8,229.32,215.73
62642,09370,01354,37505,2455.3,2519.9,229.11,215.99
41782,07782,37256,36672,2446.6,2511.6,229.45,215.96
37323,41445,05288,20742,2450.9,2514.2,229.00,215.55
26932,58664,17608,49800,2443.7,2509.5,229.69,216.34
05615,45907,49314,21184,2449.2,2511.8,229.16,216.02
55588,16991,38432,05536,2447.5,2516.0,228.83,215.70
34598,57971,05134,39688,2448.1,2512.3,228.99,215.54
17304,25079,41154,18784,2453.7,2515.6,229.27,216.11
29428,06042,01347,45186,2453.0,2514.1,229.23,216.04
06649,45406,10465,61584,2443.1,2506.3,217.93,204.63
22946,39841,03180,49675,2451.6,2513.0,214.39,200.75
