Fnoise [fs],Resolution [ps],PDC0 [ps],PDC1 [ps],PVDL0 [ps],PVDL1 [ps],H [bit/bit]
30,31.14519068126773,6603.482872087896,6396.517127912104,234.42740465936615,265.5725953406339,0.9973402802940101
30,64,7113.75,6886.25,218.0,282.0,0.9109338994437125
30,32.0,7103.75,6896.25,234.0,266.0,0.9956090660253026
30,16.0,7098.75,6901.25,242.0,258.0,0.9999975346663837
30,22.627416997969522,7100.821067811866,6899.178932188134,238.68629150101523,261.31370849898474,0.9997739790643269
30,26.908685288118868,7102.158964152537,6897.841035847463,236.54565735594056,263.4543426440594,0.9995134102090835
30,29.34412938254948,7102.920040432046,6897.079959567954,235.32793530872527,264.6720646912747,0.999964939275684
30,30.643304982354355,7103.3260328069855,6896.6739671930145,234.6783475088228,265.3216524911772,0.9989653864962889
30,31.314305986806403,7103.535720620877,6896.464279379123,234.3428470065968,265.6571529934032,0.9976613301419059
30,31.655296422207215,7103.6422801319395,6896.3577198680605,234.17235178889638,265.8276482111036,0.9967434617986574
30,31.48433957173081,7103.5888561161655,6896.4111438838345,234.2578302141346,265.7421697858654,0.9972319343434255
30,64,7613.75,7386.25,218.0,282.0,0.9163484458287927
30,32.0,7603.75,7396.25,234.0,266.0,0.9968054888902511
30,16.0,7598.75,7401.25,242.0,258.0,0.9999952637151044
30,22.627416997969522,7600.821067811866,7399.178932188134,238.68629150101523,261.31370849898474,0.999833328670948
30,26.908685288118868,7602.158964152537,7397.841035847463,236.54565735594056,263.4543426440594,0.9996764271922595
30,29.34412938254948,7602.920040432046,7397.079959567954,235.32793530872527,264.6720646912747,0.9999742712738336
30,30.643304982354355,7603.3260328069855,7396.6739671930145,234.6783475088228,265.3216524911772,0.9992649479612647
30,31.314305986806403,7603.535720620877,7396.464279379123,234.3428470065968,265.6571529934032,0.9983213116246238
30,31.655296422207215,7603.6422801319395,7396.3577198680605,234.17235178889638,265.8276482111036,0.9976452219740346
30,31.82718155147626,7603.695994234837,7396.304005765163,234.08640922426187,265.91359077573816,0.9972478486029839
30,64,8113.75,7886.25,218.0,282.0,0.9211713207563557
30,32.0,8103.75,7896.25,234.0,266.0,0.9977137489337633
30,45.254833995939045,8107.892135623731,7892.107864376269,227.37258300203047,272.62741699796953,0.9481792395335799
30,38.05462768008707,8105.642071150027,7894.357928849973,230.97268615995645,269.0273138400435,0.9660724578498032
30,34.896247445288246,8104.655077326653,7895.344922673347,232.5518762773559,267.44812372264414,0.9869851447627875
30,33.41676103767724,8104.192737824274,7895.807262175726,233.29161948116138,266.7083805188386,0.9937633367268656
30,32.70070875693173,8103.968971486541,7896.031028513459,233.64964562153415,266.35035437846585,0.996066406544932
30,32.348457153654415,8103.858892860517,7896.141107139483,233.8257714231728,266.1742285768272,0.9969585758695867
30,32.17375683560969,8103.804299011128,7896.195700988872,233.91312158219515,266.0868784178048,0.9973540643467085
30,32.260988739789354,8103.831558981185,7896.168441018815,233.86950563010532,266.1304943698947,0.9971606743359126
30,64,8613.75,8386.25,218.0,282.0,0.9253979194138162
30,32.0,8603.75,8396.25,234.0,266.0,0.9983988941610431
30,45.254833995939045,8607.892135623732,8392.107864376268,227.37258300203047,272.62741699796953,0.9554709263425107
30,38.05462768008707,8605.642071150027,8394.357928849973,230.97268615995645,269.0273138400435,0.9732006999603553
30,34.896247445288246,8604.655077326652,8395.344922673348,232.5518762773559,267.44812372264414,0.9902736748578272
30,33.41676103767724,8604.192737824274,8395.807262175726,233.29161948116138,266.7083805188386,0.9955125497143812
30,32.70070875693173,8603.968971486542,8396.031028513458,233.64964562153415,266.35035437846585,0.9972212202972677
30,33.05679612867931,8604.080248790213,8395.919751209787,233.47160193566035,266.5283980643396,0.9964382341644169
30,32.87827037180044,8604.024459491187,8395.975540508813,233.56086481409977,266.4391351859002,0.9968490541626693
30,32.78936937270834,8603.996677928972,8396.003322071028,233.60531531364583,266.3946846863542,0.9970424422387333
30,64,9113.75,8886.25,218.0,282.0,0.9292113118422933
30,32.0,9103.75,8896.25,234.0,266.0,0.9989227327545241
30,45.254833995939045,9107.892135623732,8892.107864376268,227.37258300203047,272.62741699796953,0.9617749727838418
30,38.05462768008707,9105.642071150027,8894.357928849973,230.97268615995645,269.0273138400435,0.9789947057430228
30,34.896247445288246,9104.655077326652,8895.344922673348,232.5518762773559,267.44812372264414,0.9928613724242001
30,33.41676103767724,9104.192737824274,8895.807262175726,233.29161948116138,266.7083805188386,0.9968292186844632
30,32.70070875693173,9103.968971486542,8896.031028513458,233.64964562153415,266.35035437846585,0.9980690869859932
30,33.05679612867931,9104.080248790213,8895.919751209787,233.47160193566035,266.5283980643396,0.9975167769390204
30,33.23629126276412,9104.136341019614,8895.863658980386,233.38185436861795,266.61814563138205,0.9971870906908735
30,33.326403990026115,9104.164501246883,8895.835498753117,233.33679800498695,266.6632019950131,0.9970119388679262
30,64,9613.75,9386.25,218.0,282.0,0.9326562986010678
30,32.0,9603.75,9396.25,234.0,266.0,0.9993159381226181
30,45.254833995939045,9607.892135623732,9392.107864376268,227.37258300203047,272.62741699796953,0.967200458252359
30,38.05462768008707,9605.642071150027,9394.357928849973,230.97268615995645,269.0273138400435,0.9836657177975574
30,34.896247445288246,9604.655077326652,9395.344922673348,232.5518762773559,267.44812372264414,0.9948866929798412
30,33.41676103767724,9604.192737824274,9395.807262175726,233.29161948116138,266.7083805188386,0.997825506647313
30,34.14849282165835,9604.421404006769,9395.578595993231,232.92575358917082,267.0742464108292,0.9965778987235351
30,33.78064570753782,9604.306451783606,9395.693548216394,233.1096771462311,266.8903228537689,0.9972425702638632
30,33.96407127325638,9604.363772272893,9395.636227727107,233.01796436337182,266.9820356366282,0.9969358230330814
30,33.8722343294244,9604.335073227945,9395.664926772055,233.0638828352878,266.9361171647122,0.9971062370978901
30,64,10113.75,9886.25,218.0,282.0,0.9358323230144938
30,32.0,10103.75,9896.25,234.0,266.0,0.9995926720487158
30,45.254833995939045,10107.892135623732,9892.107864376268,227.37258300203047,272.62741699796953,0.9718911229549816
30,38.05462768008707,10105.642071150027,9894.357928849973,230.97268615995645,269.0273138400435,0.9875456575869469
30,34.896247445288246,10104.655077326652,9895.344922673348,232.5518762773559,267.44812372264414,0.9964278356394707
30,33.41676103767724,10104.192737824274,9895.807262175726,233.29161948116138,266.7083805188386,0.9985780972495313
30,34.14849282165835,10104.421404006769,9895.578595993231,232.92575358917082,267.0742464108292,0.9976890963785954
30,34.520345528227836,10104.53760797757,9895.46239202243,232.73982723588608,267.2601727641139,0.9971091120275777
30,34.707787590825895,10104.596183622132,9895.403816377868,232.64610620458706,267.35389379541294,0.9967801646251493
30,34.61393967978289,10104.566856149931,9895.433143850069,232.69303016010855,267.30696983989145,0.996948045140087
30,64,10613.75,10386.25,218.0,282.0,0.9386478882087617
30,32.0,10603.75,10396.25,234.0,266.0,0.9997837497251474
30,45.254833995939045,10607.892135623732,10392.107864376268,227.37258300203047,272.62741699796953,0.9759610656987219
30,38.05462768008707,10605.642071150027,10394.357928849973,230.97268615995645,269.0273138400435,0.9906103454750007
30,34.896247445288246,10604.655077326652,10395.344922673348,232.5518762773559,267.44812372264414,0.9976192756118565
30,36.44123631221413,10605.137886347567,10394.862113652433,231.77938184389293,268.2206181561071,0.9948558825612928
30,35.66037576306856,10604.893867425959,10395.106132574041,232.16981211846573,267.8301878815343,0.9963662535598958
30,35.27624266585091,10604.77382583308,10395.22617416692,232.36187866707454,267.63812133292544,0.9970386174494752
30,35.46778917515771,10604.833684117237,10395.166315882763,232.26610541242115,267.73389458757885,0.9967172433925766
30,35.37188626245572,10604.803714457017,10395.196285542983,232.31405686877213,267.6859431312279,0.9968811489709368
30,64,11113.75,10886.25,218.0,282.0,0.9412413082112355
30,32.0,11103.75,10896.25,234.0,266.0,0.9999037653761937
30,45.254833995939045,11107.892135623732,10892.107864376268,227.37258300203047,272.62741699796953,0.9794481189863434
30,38.05462768008707,11105.642071150027,10894.357928849973,230.97268615995645,269.0273138400435,0.9930760441714566
30,34.896247445288246,11104.655077326652,10895.344922673348,232.5518762773559,267.44812372264414,0.9985200339348486
30,36.44123631221413,11105.137886347567,10894.862113652433,231.77938184389293,268.2206181561071,0.9964296840815756
30,35.66037576306856,11104.893867425959,10895.106132574041,232.16981211846573,267.8301878815343,0.997625955496497
30,36.04869179546374,11105.015216186082,10894.984783813918,231.97565410226812,268.02434589773185,0.9970593738748426
30,36.244432627159014,11105.076385195987,10894.923614804013,231.87778368642049,268.1222163135795,0.9967446473211661
30,36.14642971412122,11105.045759285664,10894.954240714336,231.9267851429394,268.07321485706063,0.9969062988742812
30,64,11613.75,11386.25,218.0,282.0,0.9435629571263109
30,32.0,11603.75,11396.25,234.0,266.0,0.9999729856975552
30,45.254833995939045,11607.892135623732,11392.107864376268,227.37258300203047,272.62741699796953,0.9825035729397558
30,38.05462768008707,11605.642071150027,11394.357928849973,230.97268615995645,269.0273138400435,0.9950552320636106
30,34.896247445288246,11604.655077326652,11395.344922673348,232.5518762773559,267.44812372264414,0.9991453840953335
30,36.44123631221413,11605.137886347567,11394.862113652433,231.77938184389293,268.2206181561071,0.9976775580495618
30,37.23919548088248,11605.387248587776,11394.612751412224,231.38040225955876,268.61959774044124,0.9965304477770012
30,36.838055358495446,11605.26189229953,11394.73810770047,231.58097232075227,268.41902767924773,0.9971270325203231
30,37.03808235628003,11605.324400736337,11394.675599263663,231.48095882185999,268.51904117814,0.996824340112054
30,36.93793345888691,11605.293104205903,11394.706895794097,231.53103327055655,268.4689667294435,0.9969799906222792
30,64,12113.75,11886.25,218.0,282.0,0.9458225070242645
30,32.0,12103.75,11896.25,234.0,266.0,0.9999991792591127
30,45.254833995939045,12107.892135623732,11892.107864376268,227.37258300203047,272.62741699796953,0.9851196868544321
30,38.05462768008707,12105.642071150027,11894.357928849973,230.97268615995645,269.0273138400435,0.9966130990320179
30,34.896247445288246,12104.655077326652,11895.344922673348,232.5518762773559,267.44812372264414,0.9995795244582386
30,36.44123631221413,12105.137886347567,11894.862113652433,231.77938184389293,268.2206181561071,0.998582457205548
30,37.23919548088248,12105.387248587776,11894.612751412224,231.38040225955876,268.61959774044124,0.9977300553135768
30,37.644703732809,12105.513969916503,11894.486030083497,231.1776481335955,268.8223518664045,0.9971822102112702
30,37.84911075149891,12105.577847109844,11894.422152890156,231.07544462425054,268.92455537574943,0.9968788326329623
30,37.74676887881203,12105.54586527463,11894.45413472537,231.126615560594,268.87338443940604,0.9970348336058528
30,64,12613.75,12386.25,218.0,282.0,0.9479527030045021
30,32.0,12603.75,12396.25,234.0,266.0,0.9999910120697318
30,45.254833995939045,12607.892135623732,12392.107864376268,227.37258300203047,272.62741699796953,0.9873932544976267
30,38.05462768008707,12605.642071150027,12394.357928849973,230.97268615995645,269.0273138400435,0.9977882304391008
30,41.49886574883231,12606.71839554651,12393.28160445349,229.25056712558384,270.74943287441613,0.9918130349013341
30,39.73944998635149,12606.168578120734,12393.831421879266,230.13027500682426,269.86972499317574,0.9951913020278618
30,38.887915519375,12605.902473599805,12394.097526400195,230.5560422403125,269.4439577596875,0.9966359794446178
30,38.4690154064865,12605.771567314527,12394.228432685473,230.76549229675675,269.23450770324325,0.9972377797923847
30,38.677898356050605,12605.836843236266,12394.163156763734,230.6610508219747,269.3389491780253,0.9969482849795008
30,38.573315488163956,12605.804161090051,12394.195838909949,230.713342255918,269.286657744082,0.9971039032287645
30,64,13113.75,12886.25,218.0,282.0,0.9495906823459629
30,32.0,13103.75,12896.25,234.0,266.0,0.9999554900733754
30,45.254833995939045,13107.892135623732,12892.107864376268,227.37258300203047,272.62741699796953,0.9893490900060974
30,38.05462768008707,13105.642071150027,12894.357928849973,230.97268615995645,269.0273138400435,0.9986666399765751
30,41.49886574883231,13106.71839554651,12893.28160445349,229.25056712558384,270.74943287441613,0.9936299223298308
30,39.73944998635149,13106.168578120734,12893.831421879266,230.13027500682426,269.86972499317574,0.9966004837986506
30,38.887915519375,13105.902473599805,12894.097526400195,230.5560422403125,269.4439577596875,0.9977696683091062
30,39.311377155419834,13106.034805361069,12893.965194638931,230.34431142229008,269.6556885777099,0.9972050231430409
30,39.52483404598186,13106.10151063937,12893.89848936063,230.23758297700908,269.7624170229909,0.9969091395374408
30,39.41796111149043,13106.06811284734,12893.93188715266,230.2910194442548,269.7089805557452,0.997063694770226
30,64,13613.75,13386.25,218.0,282.0,0.9515943381474045
30,32.0,13603.75,13396.25,234.0,266.0,0.9998952566055447
30,45.254833995939045,13607.892135623732,13392.107864376268,227.37258300203047,272.62741699796953,0.9910491458358748
30,38.05462768008707,13605.642071150027,13394.357928849973,230.97268615995645,269.0273138400435,0.9992727499752803
30,41.49886574883231,13606.71839554651,13393.28160445349,229.25056712558384,270.74943287441613,0.9951812765559727
30,39.73944998635149,13606.168578120734,13393.831421879266,230.13027500682426,269.86972499317574,0.997701892594744
30,40.60963063013546,13606.440509571918,13393.559490428082,229.69518468493226,270.30481531506774,0.9965336766669408
30,40.172184224790115,13606.303807570246,13393.696192429754,229.91390788760495,270.0860921123951,0.9971404510646023
30,40.390315212616024,13606.371973503943,13393.628026496057,229.80484239369198,270.195157606308,0.9968523567885217
30,40.28110206559093,13606.337844395497,13393.662155604503,229.85944896720454,270.1405510327955,0.9970033022073306
30,64,14113.75,13886.25,218.0,282.0,0.953261140416324
30,32.0,14103.75,13896.25,234.0,266.0,0.9998173065185696
30,45.254833995939045,14107.892135623732,13892.107864376268,227.37258300203047,272.62741699796953,0.99248595169623
30,38.05462768008707,14105.642071150027,13894.357928849973,230.97268615995645,269.0273138400435,0.9996768277029592
30,41.49886574883231,14106.71839554651,13893.28160445349,229.25056712558384,270.74943287441613,0.9964318821596353
30,39.73944998635149,14106.168578120734,13893.831421879266,230.13027500682426,269.86972499317574,0.998546520834717
30,40.60963063013546,14106.440509571918,13893.559490428082,229.69518468493226,270.30481531506774,0.9975822091844097
30,41.051840514520904,14106.578700160788,13893.421299839212,229.47407974273955,270.52592025726045,0.9970257108773537
30,41.2747479490133,14106.648358734066,13893.351641265934,229.36262602549334,270.63737397450666,0.9967304944713837
30,41.16314334547282,14106.613482295461,13893.386517704539,229.4184283272636,270.5815716727364,0.996880393792553
30,64,14613.75,14386.25,218.0,282.0,0.954469748077033
30,32.0,14603.75,14396.25,234.0,266.0,0.9997213371835871
30,45.254833995939045,14607.892135623732,14392.107864376268,227.37258300203047,272.62741699796953,0.9937471922401554
30,38.05462768008707,14605.642071150027,14394.357928849973,230.97268615995645,269.0273138400435,0.9999137825335696
30,41.49886574883231,14606.71839554651,14393.28160445349,229.25056712558384,270.74943287441613,0.9974361241897916
30,43.33617750198057,14607.292555469368,14392.707444530632,228.33191124900972,271.6680887509903,0.9952969157074703
30,42.40757258111172,14607.002366431598,14392.997633568402,228.79621370944415,271.20378629055585,0.996348981106241
30,41.95075876879246,14606.859612115248,14393.140387884752,229.02462061560377,270.9753793843962,0.9969071691189195
30,41.724200486141946,14606.78881265192,14393.21118734808,229.13789975692902,270.862100243071,0.997167423727322
30,41.83732626990967,14606.824164459347,14393.175835540653,229.08133686504516,270.91866313495484,0.9970407916974906
30,64,15113.75,14886.25,218.0,282.0,0.9560427396513622
30,32.0,15103.75,14896.25,234.0,266.0,0.9996306235332377
30,45.254833995939045,15107.892135623732,14892.107864376268,227.37258300203047,272.62741699796953,0.9948141759955333
30,38.05462768008707,15105.642071150027,14894.357928849973,230.97268615995645,269.0273138400435,0.9999991807194362
30,41.49886574883231,15106.71839554651,14893.28160445349,229.25056712558384,270.74943287441613,0.9982027676168985
30,43.33617750198057,15107.292555469368,14892.707444530632,228.33191124900972,271.6680887509903,0.9963328893346427
30,42.40757258111172,15107.002366431598,14892.997633568402,228.79621370944415,271.20378629055585,0.9972904389794037
30,42.8693607697057,15107.146675240532,14892.853324759468,228.56531961514716,271.43468038485287,0.9968084974255131
