confDC0,confDC1,confVDL0,confVDL1,perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps],n,cntMean,cntVar,Fnoise [fs]
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,9.98070785363968,0.00037146888275158577,4.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.020502012615138,0.02008717951319787,9.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.047601427610328,0.04534071934815778,13.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.074213884406333,0.06871193403364104,18.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.098064215491739,0.08846699424924788,22.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.118947692009122,0.10488206978328528,27.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.137156686107243,0.11860636535532544,31.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.15305296632421,0.1302618508355195,36.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.166962511150743,0.14036022903579068,40.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.179157391714803,0.14930035741966025,45.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.189860452251976,0.15738503155875377,49.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.199254487745268,0.16484042373889704,54.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.207488618490515,0.1718333622740291,58.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.214683631480156,0.17848554963233473,63.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.220936918664325,0.1848848259098588,67.49999999999999
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.226326720802334,0.19109387639792158,72.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.230915781572532,0.19715687497714496,76.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.234754507747134,0.20310452229830708,81.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,1,10.237883666916984,0.20895786216682624,85.49999999999999
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,2,14.99964077980703,0.0003504948555051994,4.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,2,14.991133044022432,0.00821431063272338,9.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,2,14.965414706289096,0.024659383299762628,13.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,2,14.915957053355523,0.04457195437615499,18.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,2,14.841991618823409,0.06916496902377647,22.5
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,2,14.927934205756594,0.08934293856745212,27.0
-1,-1,-1,-1,14662.118197357917,13981.164602525665,381.4281209179957,147.7871728339924,2,14.91712199748101,0.11060949690402691,31.5
