confDC0,confDC1,confVDL0,confVDL1,perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps],n,cntMean,cntVar,Fnoise [fs]
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.23737556603864,0.2382294299863756,72.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.235543342563115,0.2467109861655652,76.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.232364336569676,0.25508267451319017,81.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.227890925821406,0.26336494238657926,85.49999999999999
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,18.994796766530154,0.00010474996439953603,4.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,18.85942069977011,0.022330359005553153,9.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.00827155460155,0.03735243177317279,13.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.012335094934322,0.07104816073100996,18.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.01527477717804,0.10613395670674247,22.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.017218320310864,0.14000528569226123,27.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.018209293086105,0.17170706009743952,31.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.018091143720763,0.20101585252230575,36.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.016562604469566,0.22802372321440695,40.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.013267613039627,0.2529548065620276,45.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.00786967704282,0.2760878722207426,49.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,19.000097938051187,0.29772556631080727,54.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,18.9897663687375,0.3181837756503435,58.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,18.97677455985561,0.337788321885613,63.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,18.96109871477959,0.35687199240155665,67.49999999999999
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,18.942778202892796,0.37577056011639987,72.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,18.921901108721684,0.3948185795028156,76.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,18.898590735032634,0.41434389729035875,81.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,4,18.87299425651957,0.4346622066447551,85.49999999999999
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.57507383540094,0.24436018477097526,4.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.545389863457224,0.2473501906528357,9.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.47152152109895,0.25472665680715345,13.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.31266075694002,0.30232583305083505,18.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.538468182130025,0.2926790874803387,22.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.53699612274661,0.32168395199835037,27.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.53480665538019,0.35424609135970586,31.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.53063050811745,0.38869000387531666,36.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.523274045837475,0.42393615720339184,40.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.51173698551979,0.45941253221501993,45.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.495285385678876,0.49496973512668063,49.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.47346273939657,0.5308098827235247,54.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.44606398112103,0.5674240816239939,58.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.41308914356312,0.6055269605797282,63.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.374694091694955,0.6459922076825783,67.49999999999999
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.33114345917015,0.6897891932011697,72.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.282775199904705,0.7379254720219788,76.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.22996857301966,0.7913985501106441,81.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,8,32.52812807189404,0.8005988225845858,85.49999999999999
