confDC0,confDC1,confVDL0,confVDL1,perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps],n,cntMean,cntVar,Fnoise [fs]
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.999994838350851,3.505968798010345e-10,4.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.999941116131682,5.371945280042132e-05,9.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.999208791029066,0.0007845516824553459,13.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.996843295727464,0.003084223237766667,18.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.992381938846028,0.007120263311015901,22.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.98559022355457,0.012545577087343074,27.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.976245215622018,0.018909429535071787,31.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.964176157694787,0.025847020851372627,36.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.949325587102958,0.03313112845846288,40.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.931760303888867,0.040666145983668626,45.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.9116476422007,0.04846090653110759,49.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.889221050325958,0.0565962736059121,54.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.864748456568307,0.06519505794247948,58.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.838508123668612,0.07439758089740309,63.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.933467242278228,0.08664076418732017,67.49999999999999
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.929115853732622,0.0953193743027478,72.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.925136946003795,0.10391955560625273,76.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.92150633651333,0.11242391194446755,81.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,1,8.918198617267812,0.12081921174361467,85.49999999999999
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,11.90059666537849,0.009799172381450932,4.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.045082429863156,0.04305626457336992,9.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.083231695591401,0.07631642010214235,13.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.11534542854229,0.10214602922844387,18.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.141637624535928,0.12208440473735119,22.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.163158186087305,0.1380368915262602,27.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.18081897845698,0.1514150903340519,31.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.195317022304934,0.16316083045832255,36.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.207173236076523,0.17387518966222068,40.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.216765377575035,0.18393053335824988,45.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.224361781283303,0.19355160854250508,49.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.230150193381947,0.20287044162980228,54.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.234261921194033,0.21196267948526915,58.5
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.236791098463817,0.2208712591217285,63.0
-1,-1,-1,-1,15561.571804733743,14978.632693832504,431.90907300774165,172.53025920673298,2,12.237809272855047,0.22962120751843665,67.49999999999999
