confDC0,confDC1,confVDL0,confVDL1,perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps],n,cntMean,cntVar,Fnoise [fs]
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,5.999996528809852,1.2049154071109127e-11,4.5
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,5.999385002368746,3.7818331883314683e-07,9.0
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,5.992712525878409,5.3044279339938715e-05,13.5
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,5.974075479604721,0.0006710167002443884,18.0
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,5.943479030413422,0.003182247682850207,22.5
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.015913803200991,0.015842377094165257,27.0
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.023293567371436,0.023276382221024176,31.5
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.031057652137554,0.031271286124981576,36.0
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.038864292576711,0.039576380453141304,40.5
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.046484826546538,0.04803354711912113,45.0
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.053776053740941,0.056544784223349534,49.5
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.060655625957777,0.06504927915655816,54.0
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.06708292226942,0.07350872297604144,58.5
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.0730450430746155,0.08189836516339719,63.0
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.078546778500175,0.0902016412986765,67.49999999999999
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.083603600945389,0.09840703138692039,72.0
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.088237228754586,0.10650622487404479,76.5
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.092472636543853,0.114493075198599,81.0
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,1,6.096335843768683,0.12236294141288526,85.49999999999999
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,2,6.999639348013343,0.0005214264188929943,4.5
-1,-1,-1,-1,15466.909883451777,15347.741805335223,433.0451496046696,174.83091952266923,2,6.989773769173953,0.010117071209513452,9.0
