confDC0,confDC1,confVDL0,confVDL1,perDC0 [ps],perDC1 [ps],perVDL0 [ps],perVDL1 [ps],n,cntMean,cntVar,Fnoise [fs]
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,7.922109359572975,0.006007882020345513,4.5
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.049243418363663,0.04682263872675003,9.0
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.088647194453076,0.08079263931119143,13.5
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.12130936925856,0.10659717785984628,18.0
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.147964970912867,0.12608328637479246,22.5
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.169969119370734,0.14113405295070505,27.0
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.188402150213355,0.15308855468786164,31.5
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.204040080651756,0.16286791500247802,36.0
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.2174332295253,0.171113770317939,40.5
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.228976885612777,0.1782797906183749,45.0
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.238961983294384,0.1846896287977643,49.5
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.247605227782069,0.19057461188012143,54.0
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.255069748267708,0.19609956179681165,58.5
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.261479560801924,0.20138107674982123,63.0
-1,-1,-1,-1,17508.68083491524,17057.191923159284,386.9502725298294,156.92110730689876,1,8.266929780389082,0.20650073085963427,67.49999999999999
